航班日期,出发地编码,目的地编码,均分,评论
2019/2/10,HKG,WUX,5,空乘服务好，餐食好吃，机场商品多，准时抵达，
2019/2/11,HKG,WUX,4,值机快捷，准时抵达，
2019/2/16,HKG,WUX,2.2,餐食难吃透了！每个月飞好几次香港，每次坐这个时段的深航都是鸡肉饭牛肉面，半年了同样的饭越来越难吃！给的辣椒酱那味道极怪，不是下饭倒是催吐！看着大大的餐盒里面却始终就那两样东西，真心吃腻了。还有播放的电影也始终是那一部，飞去是《影》，飞回来还是《影》，几个月了！
2019/2/17,HKG,WUX,3,带着小朋友把我们安排在最后，座位都是斜的，非常难受
2019/2/8,MFM,WUX,5,空乘服务好，值机快捷，
2019/2/3,SZX,PEK,5,空乘服务好，餐食好吃，安检很快，空乘小姐姐服务特别好，很细心，很贴心，迎客的小姐姐笑容特别甜/准时抵达，空乘服务好，
2019/2/11,SZX,PEK,5,空乘服务好，座椅舒适，值机快捷，超喜欢那个甜甜美美的穿黑衣服的空姐，看着又少女又美丽，笑容太迷人了，想娶她回家[心][心][心]，没好意思要电话，有缘碰再碰到一定要，哈，准时抵达，安检很快，
2019/2/20,SZX,PEK,4.43,值机快捷，座椅舒适，准时抵达，空乘服务好，餐食难吃。
2019/2/28,SZX,PEK,5,新飞机！座位宽敞，机上电视系统新，舒适，准点。座椅舒适，餐食好吃，准时抵达，空乘服务好，
2019/2/4,PEK,SZX,4.71,空乘服务好，值机快捷，
2019/2/12,PEK,SZX,3.67,准时抵达，
2019/2/13,PEK,SZX,5,值机快捷，安检很快，空乘服务好，餐食好吃，座椅舒适，机场商品多，准时抵达，
2019/2/25,PEK,SZX,5,安检很快，空乘服务好，值机快捷，机场商品多，
2019/2/26,PEK,SZX,4,空乘服务好，值机快捷，准时抵达，
2019/2/2,SZX,PEK,5,准时抵达，值机快捷，空乘服务好，安检很快，机场商品多，餐食好吃，座椅舒适，
2019/2/3,SZX,PEK,4.6,安检很快，空乘服务好，值机快捷，准时抵达，完全不像春运呢，从家里打车三十分钟到，到机场后二十分钟就完成了值机安检并且走到了登机口。最后飞机提前半小时到达北京，超级顺利的一次旅行！
2019/2/16,PEK,SZX,4.71,值机快捷，安检很快，
2019/2/22,PEK,SZX,1.67,延误，看不到指示牌，客舱拥挤，
2019/2/4,SZX,PEK,4.5,准时抵达，安检很快，空乘服务好，座椅舒适，值机快捷，机场商品多，
2019/2/6,SZX,PEK,5,空乘服务好，座椅舒适，餐食好吃，安检很快，机场商品多，值机快捷，准时抵达，
2019/2/23,SZX,PEK,4.69,"空乘服务好，值机快捷，安检很快～
因为要回学校所以心情很不好
但是深圳机场的工作人员说让我开心一点哈哈哈哈
很温暖 安检哥哥还夸我的衣服好看
总体评分就是非常好啦～"
2019/2/9,PEK,SZX,4.2,值机快捷，安检很快，机场商品多，相对来说服务还是可以的，如果空乘小姐姐的笑容能多一些就好了^o^放假是坐的来回，去的时候南航空客确实不错，餐食好吃，空乘小姐姐小锅锅都态度很好，笑容也很暖心，服务行业都不容易，总体来说还是不错的，希望越来越好^_^
2019/2/17,PEK,SZX,4.43,"总体很好
但是为什么深航飞机上不能使用充电宝？
为什么落地时降噪耳机也不能戴？"
2019/2/23,PEK,SZX,4.44,空乘服务好，落地稳
2019/2/1,SZX,PEK,4.2,准时抵达，
2019/2/10,SZX,PEK,5,安检很快，座椅舒适，准时抵达，值机快捷，空乘服务好，
2019/2/20,SZX,PEK,5,准时抵达，
2019/2/25,SZX,PEK,4.7,"空乘服务好，我见过的最好的，态度好，有礼貌，微笑服务，应对及时。

餐食好吃，三明治特别好吃，比主餐做得好。

准时抵达，难得，整好3个小时到达，比预期提前15分钟到。

安检很快，赶时间，进入绿色通道，超快。"
2019/2/7,PEK,SZX,4.71,准时抵达，
2019/2/8,PEK,SZX,2.86,准时抵达，机场商品多，空乘服务好，
2019/2/10,PEK,SZX,4.57,延误，客舱拥挤，
2019/2/19,PEK,SZX,4.42,空乘服务好，座椅舒适，
2019/2/21,PEK,SZX,5,空乘服务好，餐食好吃，飞机很新，而且可以充电，空姐很靓。不过北京机场起飞的流量管制，加上深圳机场的天气原因，导致延误三个多小时也真的醉了。好在空乘的服务很好，要不然真不知道怎么挨过来/因天气延误，晚点三个小时。
2019/2/22,PEK,SZX,1,客舱拥挤，安检很慢，延误，
2019/2/3,SZX,PEK,4.29,值机快捷，空乘服务好，机场商品多，准时抵达，
2019/2/14,SZX,PEK,5,准时抵达，服务好
2019/2/21,SZX,PEK,4,安检很快，准时抵达，座椅舒适，
2019/2/25,SZX,PEK,4.89,机场商品多，空乘服务好，座椅舒适，值机快捷，安检很快，
2019/2/28,SZX,PEK,3.67,2019.2.28 为什么机舱上方有冰块掉落的声音，起飞和降落期间特别多
2019/2/14,PEK,SZX,4.08,空乘服务好，
2019/2/18,PEK,SZX,4,空乘服务好，值机快捷，
2019/2/2,SZX,YIC,5,安检很快，深圳机场人不多，早24分钟落地宜春，人到行李提取处行李就出来了。非常好
2019/2/11,SZX,PEK,2.86,转机航班，提前到了宜春，结果第二段飞北京居然要晚点40分钟，机场里冷的要命，比预定晚了20分钟到北京，滑行了半小时，而且停在最远处的停机坪，走了好久，行李也是，预计十一点五十到的，结果一点多才走出机场，实在是无法理解～
2019/2/13,SZX,PEK,4.8,值机快捷，准时抵达，空乘服务好，
2019/2/10,PEK,SZX,4.43,值机虽然有点远，不过空乘服务好，冬夜里乘机心里也是暖暖的～ 机师感觉都是老司机，除了穿云遇到气流时无法避免的turbulence，一路上飞得都好稳，下降的时候完全没感受到失重，对于我这个胆小的人来说真是福音
2019/2/13,PEK,YIC,5,空乘服务好，值机快捷，准时抵达，
2019/2/16,PEK,SZX,5,空乘服务好，准时抵达，
2019/2/27,PEK,SZX,4.6,客舱拥挤，餐食难吃，
2019/2/28,YIC,SZX,5,空姐服十分好，十分的体贴。让客人感觉十分的舒服
2019/2/11,SZX,PEK,4.83,到达后感觉滑行了一个天津的距离。。。又坐着shuttle bus回到了北京
2019/2/20,SZX,PEK,3.43,非常差的一次飞行体验！不会再做深圳航空的飞机！
2019/2/23,SZX,PEK,3,行李到的太慢了，摆渡车也太远了
2019/2/24,SZX,PEK,3.25,安检很快，行李收费贵，延误，
2019/2/9,PEK,SZX,4.76,"座椅舒适，值机快捷，准时抵达，空乘服务好，/值机人多，柜台开放也多，很顺利！
安检很快！人流分配合理，很照顾老幼弱群体/准时抵达，值机快捷，安检很快，座椅舒适，空乘服务好，餐食好吃，"
2019/2/13,PEK,SZX,4.6,准时起起飞，正点到达，机场商品多，
2019/2/14,PEK,SZX,5,餐食好吃，准时抵达，安检很快，空乘服务好，值机快捷，座椅舒适。第1次坐深圳航空的飞机感觉很好。空姐服务很热情很到位。飞机很大，座位很舒服，机仓很干净。卫生间也很干净很不错。
2019/2/11,SZX,TSN,3,老飞机 噪音太大了 降噪耳机都不管用 起降颠的厉害
2019/2/7,TSN,SZX,3.69,一般吧！不是很满意！
2019/2/2,SZX,TSN,3.71,安检很快，空乘服务好，
2019/2/4,SZX,TSN,4.33,餐食好吃，座椅舒适，值机快捷，准时抵达，空乘服务好，安检很快，机场商品多，深航真不错，比做过的东海航和春秋强的不是一点，服务态度也非常棒，没有不耐烦的情绪，很棒
2019/2/9,SZX,TSN,4.07,准时抵达，餐食好吃/值机快捷，准时抵达，安检很快，
2019/2/10,SZX,TSN,3.43,餐食难吃，机上设备老旧
2019/2/14,SZX,TSN,5,空乘服务好，餐食好吃，安检很快，
2019/2/18,SZX,TSN,4.95,很好，服务贴心
2019/2/22,SZX,TSN,5,空乘服务好，餐食好吃，/空乘服务好，准时抵达，安检很快，餐食好吃，
2019/2/10,TSN,SZX,2.32,延误/完全因为这个起飞时间和历史准点率选择的这趟航班，但是晚点快三个小时让我在上班第一天的睡眠不足五小时真的太痛苦了！很失望，非常失望
2019/2/22,TSN,SZX,1,延误，无话可说，看了这一周延误记录，平均延误2小时，落地凌晨一点多，烂到家了，购买需谨慎
2019/2/26,TSN,SZX,1,延误，看不到指示牌，
2019/2/3,WUH,HET,3.86,准时抵达，安检很快，
2019/2/6,SZX,WUH,1,航班延误，让我下一班没赶上，现在还在机场等待，深航的服务太糟糕
2019/2/7,SZX,HET,5,值机快捷，准时抵达，空乘服务好，座椅舒适，
2019/2/4,WUH,SZX,5,餐食好吃，安检很快，座椅舒适，空乘服务好，准时抵达，是很开心的一次旅程
2019/2/12,HET,WUH,3.29,准时抵达，值机快捷，座椅舒适，
2019/2/19,WUH,SZX,4.14,武汉天河机场服务还需完善，引导和标示存在明显不足，厕所还有人抽烟
2019/2/19,SZX,TYN,3.75,座椅舒适，餐食好吃，
2019/2/10,TYN,SZX,5,空乘服务好，
2019/2/19,TYN,SZX,5,准时抵达，机场商品多，安检很快，空乘服务好，
2019/2/2,SZX,TYN,5,准时抵达，空乘服务好，机场商品多，安检很快，
2019/2/4,SZX,TYN,5,提前抵达
2019/2/28,SZX,TYN,5,机场商品贵，客舱拥挤，
2019/2/9,TYN,SZX,5,准时抵达，
2019/2/11,TYN,SZX,3.83,深航空乘服务好，值机快捷，提前抵达，
2019/2/14,TYN,SZX,4.5,值机快捷，准时抵达，空乘服务好，座椅舒适，
2019/2/22,TYN,SZX,3.18,关了舱门以为要飞了，结果吃完机餐才飞，跟周边的伙伴一打听才知道这是习惯性动作，以后出行还是大的航空公司吧
2019/2/1,SZX,SJW,4.17,安检很快，空乘服务好，
2019/2/9,SZX,SJW,5,准时抵达，空乘服务好，安检很快，值机快捷，座椅舒适，餐食好吃，
2019/2/10,SZX,SJW,5,餐食好吃，春节有饺子
2019/2/28,SZX,SJW,5,餐食好吃，难得[称赞]。空姐很细心，看到我在看报纸，主动帮我开灯[称赞]
2019/2/19,SJW,SZX,5,准时抵达，餐食好吃，空乘服务好，座椅舒适，值机快捷，
2019/2/26,SJW,SZX,4.83,空乘服务好，座椅舒适，
2019/2/2,PEK,XFN,5,安检很快，准时抵达，
2019/2/6,PEK,XFN,5,值机快捷，机场商品多，准时抵达，
2019/2/11,PEK,XFN,5,准时抵达，空乘服务好，安检很快，座椅舒适，值机快捷，
2019/2/15,XFN,PEK,5,安检很快，空乘服务好，机场商品多，值机快捷，准时抵达，座椅舒适，
2019/2/16,XFN,PEK,5,餐食好吃，安检很快，机场商品多，准时抵达，座椅舒适，空乘服务好，值机快捷，
2019/2/18,XFN,PEK,3.57,准时抵达，
2019/2/20,XFN,PEK,4.78,安检很快，
2019/2/10,NTG,PEK,5,延误，
2019/2/14,NTG,PEK,5,安检很快，/空乘服务好，安检很快，准时抵达，机场商品多，餐食好吃，值机快捷，座椅舒适，
2019/2/2,PEK,SYX,5,值机很慢
2019/2/3,PEK,SYX,5,空乘服务好，机场商品多，
2019/2/17,PEK,SYX,4.71,还行，可以
2019/2/2,SYX,PEK,4.43,餐食好吃，空乘服务好，
2019/2/4,SYX,PEK,5,餐食好吃，准时抵达，机场商品多，空乘服务好，有位乘务员 工牌多少号我看不清 但是只知道名字叫赵野的乘务员 服务特别周到 给我毛毯呢 本来就除夕想早点回家 都比较着急 她这一个举动 一个细心 真的就感觉回家的感觉 希望那他们19年也事事顺心 越来越美 深航真的很好 用心做用户体验 给点赞
2019/2/5,SYX,PEK,5,机场商品多，准时抵达，座椅舒适，空乘服务好，餐食好吃，安检很快，值机快捷，[胜利][鼓掌]
2019/2/7,SYX,PEK,4.86,准时抵达，座椅舒适，
2019/2/21,SYX,PEK,4.43,延误，
2019/2/27,SYX,PEK,1,又是远机位 落地1小时40分钟了还在等行李
2019/2/11,PEK,WUX,4.14,安检很快，空乘服务好，准时抵达，飞行超级平稳 几乎无感 给机长点个赞 空姐热情服务周到 飞机小 空间差些 摆渡车开了二十分钟才到停机的位置
2019/2/15,PEK,WUX,3.43,值机快捷，空乘服务好，安检很快，餐食好吃，
2019/2/20,WUX,PEK,5,空乘服务好，安检很快，准时抵达，机场商品多，座椅舒适，值机快捷，餐食好吃，
2019/2/26,WUX,PEK,5,准时抵达，空乘服务好，安检很快，
2019/2/1,PEK,XFN,4.36,安检很快，空乘服务好，值机快捷，准时抵达，/空乘服务好，准时抵达。
2019/2/12,PEK,CTU,5,机场商品多，餐食好吃，准时抵达，座椅舒适，空乘服务好，安检很快，值机快捷，飞机乘务组优秀，机长驾驶技术好。/空乘服务好，餐食好吃，值机快捷，安检很快，
2019/2/26,PEK,CTU,4.07,安检很快，机场商品多，值机快捷，准时抵达，
2019/2/6,CTU,PEK,5,延误，安检很快，空乘服务好，座椅舒适
2019/2/9,CTU,PEK,3.75,空乘服务好，/由于航空管制，延迟起飞了一个小时，没想到的是，居然按时到达了，但是路上真的非常颠簸，总坐飞机的能感觉出来，开的真的非常快了，其实晚一点没关系的，还是安全为好嘛……
2019/2/10,CTU,PEK,2,客舱拥挤，餐食难吃，延误，故意延误，排着队让别人？就发一个五毛钱一个的垃圾面包？和廉航媲美？
2019/2/16,CTU,PEK,5,延误太厉害了
2019/2/17,CTU,PEK,5,安检很快，值机快捷，
2019/2/5,PEK,JJN,5,安检很快，空乘服务好，座椅舒适，提前抵达！
2019/2/11,JJN,PEK,5,准时抵达，空乘服务好，
2019/2/15,JJN,PEK,5,空乘服务好，餐食好吃，
2019/2/17,JJN,PEK,4.14,值机快捷，空乘服务好，安检很快，
2019/2/18,JJN,PEK,4,准时抵达，
2019/2/25,JJN,PEK,5,好
2019/2/26,JJN,PEK,3.77,空乘服务好，值机快捷，
2019/2/6,NNG,PEK,4.29,空乘服务好，座椅舒适，准时抵达，餐食好吃，
2019/2/7,NNG,PEK,5,准时抵达，空乘服务好，安检很快，值机快捷，餐食好吃，座椅舒适，机场商品多，
2019/2/8,NNG,PEK,5,春运期间，早点六点半，机场人就很多。虽然安检排队很长很长，但是安检的动作很快。飞机是新飞机，座椅舒适，宫保鸡丁配米饭，餐食好吃，空乘服务好。在飞机满座的情况下，还有可以再来一份的热餐。
2019/2/10,NNG,PEK,5,准时抵达，餐食好吃，安检很快，座椅舒适，空乘服务好，
2019/2/15,NNG,PEK,3.14,飞机总体还不错，起飞也没有延误多少，就是起飞了一个小时多才发餐，都可以做午餐了。空乘服务不错的。本来座位是10排的，没想到起飞前一天放出了5排，果断换！北京风好大，降落有点颠簸
2019/2/23,NNG,PEK,4.8,小姐姐颜值都很高，工作认真负责，有一个姐姐在服务特殊旅客的时候非常用心，深深感动，我鹏就是优秀啊
2019/2/3,NNG,WXN,3.57,办理行李托运排队时间太久
2019/2/13,NNG,TYN,4.94,有一位残障人士乘机，客舱空乘背上背下，让人感动！
2019/2/14,TYN,NNG,3.43,延误，客舱拥挤，机舱卫生差，餐食难吃，
2019/2/11,DAT,NKG,4.5,安检很快，
2019/2/20,DAT,NKG,4.14,准时抵达，
2019/2/4,NKG,DAT,3.4,碰上大雾天晚点了3个多小时，吃完早饭吃完午饭还没飞，坐着太憋屈
2019/2/10,NKG,DAT,3.29,准时抵达，空乘服务好，值机快捷，
2019/2/10,SZX,XIY,4.5,准时抵达，安检很快，空乘服务好，
2019/2/12,SZX,XIY,4,值机快捷，安检便捷，餐食普通，小吃不够吸引
2019/2/13,SZX,XIY,5,座椅舒适，安检很快，餐食好吃，值机快捷，准时抵达，空乘服务好，机场商品多，机场的设施齐全，使用方便简便，很好！
2019/2/15,SZX,XIY,5,[开心][开心][开心][开心][开心][开心][开心][开心]
2019/2/26,SZX,XIY,4.81,准时抵达，值机快捷，座椅舒适，餐食好吃，空乘服务好，安检很快，
2019/2/2,XIY,SZX,5,座椅舒适，餐食好吃，安检很快，值机快捷，/空乘服务好，准时抵达，
2019/2/6,XIY,SZX,3.67,准时抵达，值机快捷，
2019/2/7,XIY,SZX,3,空乘服务好，准时抵达，
2019/2/8,XIY,SZX,4.21,"机场商品多，餐食好吃，准时抵达，安检很快，/餐食难吃，和和深航一贯品质相当。
服务还可以。/安检很慢，机票上写着2:10开始检票 2:30左右才正式开始检票  机舱有股洗手间的味道 其他还好"
2019/2/10,XIY,SZX,5,空乘服务好，值机快捷，
2019/2/21,XIY,SZX,4.71,航班准点，空乘服务也不错，可能是春运还没有结束，座位是满的。餐食一般，又让我看到了经常吃的小面包，没有新意。飞机是新飞机，但是显示屏的色彩确实很低端，不知为什么要配黑色。
2019/2/25,XIY,SZX,5,咸阳机场S208安检通道，12点至14点当班安检员一男一女。那俩人不是安检服务人员，简直是爹。
2019/2/20,SZX,XIY,5,空乘好看
2019/2/10,XIY,SZX,5,座椅舒适，准时抵达，空乘服务好，
2019/2/11,XIY,SZX,2.14,餐食难吃，客舱拥挤，延误，安检很慢，落地滑行了快半个小时，再坐摆渡车是几分钟，到了等托运行李等了快一个小时还没出来，头一次这么差的体验！
